subject_id,type,block,task,audiofile,success,state,flag,comment
88,Real,1,NonlegatoDesc,S88_click_01_segment_5.wav,true,ok,,
88,Real,1,Overtone,S88_click_01_segment_11.wav,true,ok,,
88,Real,2,LegatoAsc,S88_click_03_segment_5.wav,false,ok,,
88,Real,2,LegatoDesc,S88_click_03_segment_6.wav,true,ok,,
88,Real,2,NonlegatoAsc,S88_click_03_segment_3.wav,true,ok,dudoso,ataque multiestable dudoso
88,Real,2,NonlegatoDesc,S88_click_03_segment_4.wav,true,ok,,
88,Real,2,Overtone,S88_click_03_segment_7.wav,true,ok,,
90,Real,1,LegatoAsc,S90_click_02_segment_2.wav,true,ok,,un poco descontrolado pero bien
90,Real,1,LegatoDesc,S90_click_02_segment_3.wav,true,ok,,
90,Real,1,NonlegatoAsc,S90_click_02_segment_4.wav,true,ok,,
90,Real,1,NonlegatoDesc,S90_click_02_segment_5.wav,true,ok,,
90,Real,1,Overtone,S90_click_02_segment_7.wav,true,ok,,
90,Real,2,LegatoAsc,S90_click_04_segment_4.wav,false,ok,sensores,no se registro la fuerza
90,Real,2,LegatoDesc,S90_click_04_segment_5.wav,false,ok,sensores,no se registro la fuerza
90,Real,2,NonlegatoAsc,S90_click_04_segment_2.wav,false,ok,sensores,no se registro la fuerza
90,Real,2,NonlegatoDesc,S90_click_04_segment_3.wav,false,ok,sensores,no se registro la fuerza
90,Real,2,Overtone,S90_click_04_segment_9.wav,false,ok,sensores,no se registro la fuerza
